CompoundName	SumFormula	Mass	Charge	RetentionTime	RetentionTimeRange	IsoDistribution
feature_97	 	2357.91159609375	+2	342.67779541015625	0	0
feature_98	 	1276.8982904296874	+2	397.0964660644531	0	0
feature_99	 	375.25569428710935	+1	636.1610717773438	0	0
feature_100	 	249.16993989257813	+1	476.52008056640625	0	0
feature_101	 	633.444567578125	+1	619.7265014648438	0	0
feature_102	 	677.470690625	+1	618.2531127929688	0	0
feature_103	 	294.10982026367185	+1	527.40087890625	0	0
feature_104	 	159.06784333496094	+1	122.52059936523438	0	0
feature_105	 	2500.96921328125	+2	353.38995361328125	0	0
feature_106	 	922.6825311523437	+2	365.28619384765625	0	0
feature_107	 	397.1414975097656	+1	374.53643798828125	0	0
feature_108	 	210.09991730957032	+1	112.54719543457031	0	0
feature_109	 	597.4446286132812	+1	582.3432006835938	0	0
feature_110	 	451.3517331054687	+1	377.52215576171875	0	0
feature_111	 	829.6117428710937	+1	649.0914306640625	0	0
feature_112	 	771.5699337890625	+1	633.053955078125	0	0
feature_113	 	225.17232026367188	+1	444.3844299316406	0	0
feature_114	 	267.0962094238281	+1	72.69880676269531	0	0
feature_115	 	271.2505978515625	+1	600.8922729492188	0	0
feature_116	 	2374.93796328125	+2	342.2830810546875	0	0
feature_117	 	281.16218842773435	+1	399.5678405761719	0	0
feature_118	 	223.12030305175782	+1	60.388397216796875	0	0
feature_119	 	342.2988766601562	+1	377.52215576171875	0	0
feature_120	 	554.3097409179687	+1	527.9166259765625	0	0
feature_121	 	721.4969967773437	+1	617.2182006835938	0	0
feature_122	 	329.2561520507812	+1	507.6304626464844	0	0
feature_123	 	260.11567963867185	+1	306.9910583496094	0	0
feature_124	 	589.4183834960937	+1	621.1116333007812	0	0
feature_125	 	824.5619381835937	+1	385.3557434082031	0	0
feature_126	 	299.2819088867187	+1	653.1824340820312	0	0
feature_127	 	2416.947973046875	+2	346.2428894042969	0	0
feature_128	 	396.1931332519531	+1	527.40087890625	0	0
feature_129	 	363.2557858398437	+1	634.0433959960938	0	0
feature_130	 	331.32344331054685	+1	567.491943359375	0	0
feature_131	 	1583.17624453125	+2	404.7756042480469	0	0
feature_132	 	250.06965913085938	+1	185.13706970214844	0	0
feature_133	 	420.31355561523435	+1	636.4139404296875	0	0
feature_134	 	273.2662533691406	+1	482.6628723144531	0	0
feature_135	 	244.08761872558594	+1	161.195068359375	0	0
feature_136	 	406.23115815429685	+1	327.2526550292969	0	0
feature_137	 	327.13130463867185	+1	159.15065002441406	0	0
feature_138	 	421.24202241210935	+1	78.65166473388672	0	0
feature_139	 	557.4132565429687	+1	491.58807373046875	0	0
feature_140	 	591.2019528320312	+1	85.33019256591797	0	0
feature_141	 	387.20015229492185	+1	78.65166473388672	0	0
feature_142	 	291.15779389648435	+1	83.3739013671875	0	0
feature_143	 	319.1639889648437	+1	98.56201171875	0	0
feature_144	 	489.1841000488281	+1	179.89419555664062	0	0
feature_145	 	300.1217221191406	+1	84.16207122802734	0	0
feature_146	 	455.1998471191406	+1	90.80636596679688	0	0
feature_147	 	499.37166108398435	+1	470.4102783203125	0	0
feature_148	 	357.1895626953125	+1	343.62579345703125	0	0
feature_149	 	309.1207455566406	+1	159.4316864013672	0	0
feature_150	 	236.1266201904297	+1	72.44540405273438	0	0
feature_151	 	2677.0380609375	+2	360.0489196777344	0	0
feature_152	 	615.455065625	+1	511.88720703125	0	0
feature_153	 	651.2367428710937	+1	190.7413330078125	0	0
feature_154	 	459.1589840820312	+1	63.770721435546875	0	0
feature_155	 	307.16389741210935	+1	223.20603942871094	0	0
feature_156	 	154.07365693359375	+1	92.36509704589844	0	0
feature_157	 	264.10399140625	+1	48.91987991333008	0	0
feature_158	 	420.3095578125	+1	512.9819946289062	0	0
feature_159	 	250.14247407226563	+1	117.86199951171875	0	0
feature_160	 	210.09990205078125	+1	236.39295959472656	0	0
feature_161	 	391.1474484375	+1	78.65166473388672	0	0
feature_162	 	642.3156002929687	+1	296.8153991699219	0	0
feature_163	 	227.16281403808594	+1	100.05638885498047	0	0
feature_164	 	286.1636227539062	+1	338.41326904296875	0	0
feature_165	 	421.241442578125	+1	63.770721435546875	0	0
feature_166	 	392.2155026367187	+1	304.29266357421875	0	0
feature_167	 	201.17189301757813	+1	65.77964782714844	0	0
feature_168	 	2811.09714296875	+2	346.4256591796875	0	0
feature_169	 	246.09987153320313	+1	374.76165771484375	0	0
feature_170	 	375.2517575195312	+1	512.9819946289062	0	0
feature_171	 	301.1884945800781	+1	275.5108642578125	0	0
feature_172	 	165.07838715820313	+1	151.91940307617188	0	0
feature_173	 	437.1892270019531	+1	90.42008209228516	0	0
feature_174	 	471.1734494140625	+1	180.00360107421875	0	0
feature_175	 	194.10498322753907	+1	106.65724182128906	0	0
feature_176	 	179.08012666015625	+1	242.93873596191406	0	0
feature_177	 	481.3608883789062	+1	541.4276123046875	0	0
feature_178	 	528.1951168945312	+1	279.9508056640625	0	0
feature_179	 	2769.086156640625	+2	342.4192199707031	0	0
feature_180	 	521.1952389648437	+1	53.661712646484375	0	0
feature_181	 	227.12642182617188	+1	236.39295959472656	0	0
feature_182	 	634.1715573242187	+1	85.68805694580078	0	0
feature_183	 	255.16899384765625	+1	140.17677307128906	0	0
feature_184	 	2575.99167421875	+2	344.0242004394531	0	0
feature_185	 	440.2155026367187	+1	338.8079833984375	0	0
feature_186	 	411.1571225097656	+1	237.88087463378906	0	0
feature_187	 	211.09514130859375	+1	82.1947250366211	0	0
feature_188	 	2533.981664453125	+2	339.2027282714844	0	0
feature_189	 	275.162829296875	+1	250.4381866455078	0	0
feature_190	 	392.2783078125	+1	512.9819946289062	0	0
feature_191	 	165.06451691894532	+1	116.0047607421875	0	0
feature_192	 	241.178454296875	+1	247.63462829589844	0	0
feature_193	 	284.1268185546875	+1	282.3007507324219	0	0
feature_194	 	269.18464936523435	+1	280.7294616699219	0	0
feature_195	 	673.4969357421875	+1	530.9992065429688	0	0
feature_196	 	316.203356640625	+1	422.8355407714844	0	0
feature_197	 	2465.829808984375	+2	57.12578201293945	0	0
feature_198	 	161.08348359375	+1	402.2525329589844	0	0
feature_199	 	926.6534909179687	+1	387.8643493652344	0	0
feature_200	 	351.1538571289062	+1	311.66571044921875	0	0
feature_201	 	2430.9618890625	+2	347.7391662597656	0	0
feature_202	 	1817.613500390625	+2	61.346134185791016	0	0
feature_203	 	362.21223725585935	+1	604.2528686523438	0	0
feature_204	 	376.2278927734375	+1	636.5526733398438	0	0
feature_205	 	244.17814912109375	+1	329.38336181640625	0	0
feature_206	 	413.1331662109375	+1	314.021484375	0	0
feature_207	 	1049.7457025390624	+2	383.1340637207031	0	0
feature_208	 	403.2007321289062	+1	357.0583801269531	0	0
feature_209	 	279.1148861816406	+1	406.9076232910156	0	0
feature_210	 	317.1735104492187	+1	340.9588928222656	0	0
feature_211	 	2332.92722109375	+2	338.5860595703125	0	0
feature_212	 	156.08931245117188	+1	92.42645263671875	0	0
feature_213	 	2254.89450625	+2	348.94451904296875	0	0
feature_214	 	162.03447236328125	+1	300.6648254394531	0	0
feature_215	 	2303.770726953125	+2	61.346134185791016	0	0
feature_216	 	244.1206387451172	+1	371.2528991699219	0	0
feature_217	 	1979.6663568359374	+2	61.346134185791016	0	0
feature_218	 	2542.980687890625	+2	366.5168151855469	0	0
feature_219	 	2556.99606875	+2	367.4324035644531	0	0
feature_220	 	1817.6177728515624	+2	52.491214752197266	0	0
feature_221	 	315.1214474609375	+1	361.1384582519531	0	0
feature_222	 	1799.6025140625	+2	61.346134185791016	0	0
feature_223	 	2458.959691796875	+2	359.3485412597656	0	0
feature_224	 	2514.98581484375	+2	363.8529052734375	0	0
feature_225	 	644.2646969726562	+1	323.0674133300781	0	0
feature_226	 	209.07165803222657	+1	53.28061294555664	0	0
feature_227	 	481.30671967773435	+1	583.8101806640625	0	0
feature_228	 	1637.5503900390624	+2	61.346134185791016	0	0
feature_229	 	298.07307709960935	+1	300.6648254394531	0	0
feature_230	 	2719.050023828125	+2	363.87109375	0	0
feature_231	 	2677.037816796875	+2	352.490478515625	0	0
feature_232	 	598.33250703125	+1	362.9989318847656	0	0
feature_233	 	331.23543061523435	+1	437.09149169921875	0	0
feature_234	 	212.11552705078125	+1	244.6921844482422	0	0
feature_235	 	271.1162594726562	+1	76.54026794433594	0	0
feature_236	 	675.2411374023437	+1	353.426025390625	0	0
feature_237	 	684.3270749023437	+1	323.4421691894531	0	0
feature_238	 	301.18843354492185	+1	368.28582763671875	0	0
feature_239	 	253.14612092285157	+1	552.3099975585938	0	0
feature_240	 	457.18037690429685	+1	234.58848571777344	0	0
feature_241	 	639.2437008789062	+1	344.981689453125	0	0
feature_242	 	251.10127534179688	+1	75.93971252441406	0	0
feature_243	 	602.3634518554687	+1	334.45977783203125	0	0
feature_244	 	262.1312130859375	+1	331.7453918457031	0	0
feature_245	 	586.3679684570312	+1	328.4837341308594	0	0
feature_246	 	622.3293942382812	+1	354.0618591308594	0	0
feature_247	 	178.13521088867188	+1	413.51446533203125	0	0
feature_248	 	586.332250390625	+2	342.59423828125	0	0
feature_249	 	1002.2593869140625	+1	82.4925765991211	0	0
feature_250	 	696.5145138671875	+1	353.08526611328125	0	0
feature_251	 	639.2437619140625	+1	307.86102294921875	0	0
feature_252	 	489.2683285644531	+1	315.2579040527344	0	0
feature_253	 	359.14229096679685	+1	50.51884841918945	0	0
feature_254	 	423.3191098144531	+1	518.6109008789062	0	0
feature_255	 	303.1689938476562	+1	283.45452880859375	0	0
feature_256	 	912.368395703125	+1	332.24969482421875	0	0
feature_257	 	192.15088166503907	+1	441.91571044921875	0	0
feature_258	 	441.3297299316406	+1	448.36260986328125	0	0
feature_259	 	241.14189423828125	+1	296.36181640625	0	0
feature_260	 	600.3480709960937	+1	336.49017333984375	0	0
feature_261	 	736.300036328125	+1	329.8834228515625	0	0
feature_262	 	610.2903927734375	+1	303.6868591308594	0	0
feature_263	 	165.11479462890625	+1	97.59605407714844	0	0
feature_264	 	204.08931245117188	+1	282.2835693359375	0	0
feature_265	 	611.1631955078125	+1	500.086669921875	0	0
feature_266	 	476.3357113769531	+1	513.157470703125	0	0
feature_267	 	216.08934296875	+1	321.1140441894531	0	0
feature_268	 	537.2053708007812	+1	275.0361633300781	0	0
feature_269	 	180.08934296875	+1	122.0587158203125	0	0
feature_270	 	400.231676953125	+1	354.0618591308594	0	0
feature_271	 	653.2592038085937	+1	354.0618591308594	0	0
feature_272	 	192.15086640625	+1	475.39996337890625	0	0
feature_273	 	377.2712887695312	+1	644.79833984375	0	0
feature_274	 	970.28758515625	+1	65.05603790283203	0	0
feature_275	 	210.16139497070313	+1	441.91571044921875	0	0
feature_276	 	320.1479977539062	+1	345.3470764160156	0	0
feature_277	 	570.3374508789062	+1	337.6986083984375	0	0
feature_278	 	803.2054928710937	+1	534.7718505859375	0	0
feature_279	 	501.3661068847656	+1	622.9525146484375	0	0
feature_280	 	467.3816098144531	+1	646.2010498046875	0	0
feature_281	 	151.04887666015625	+1	132.92156982421875	0	0
feature_282	 	582.336169140625	+1	329.1805114746094	0	0
feature_283	 	624.3059567382812	+1	314.4306335449219	0	0
feature_284	 	600.347887890625	+1	354.0618591308594	0	0
feature_285	 	543.3419064453125	+1	348.3055419921875	0	0
feature_286	 	323.1377438476562	+1	284.6255187988281	0	0
feature_287	 	226.1312130859375	+1	319.66015625	0	0
feature_288	 	222.13627900390625	+1	240.47398376464844	0	0
feature_289	 	853.5752438476562	+1	612.3741455078125	0	0
feature_290	 	584.353258984375	+1	346.16412353515625	0	0
feature_291	 	243.16176118164063	+1	515.2228393554688	0	0
feature_292	 	2761.060521875	+2	368.05242919921875	0	0
feature_293	 	660.4929559570312	+2	377.528076171875	0	0
feature_294	 	342.2302426269531	+1	483.23773193359375	0	0
feature_295	 	163.08522309570313	+1	285.7949523925781	0	0
feature_296	 	608.3138913085937	+1	344.34234619140625	0	0
feature_297	 	696.51413515625	+2	353.08526611328125	0	0
feature_298	 	545.3922604492187	+1	621.1658325195312	0	0
feature_299	 	653.2592038085937	+1	317.97998046875	0	0
feature_300	 	600.3467767578124	+2	353.4354248046875	0	0
feature_301	 	406.2311276367187	+1	315.2579040527344	0	0
feature_302	 	517.3107174804687	+1	314.4306335449219	0	0
feature_303	 	198.0998867919922	+1	87.17115020751953	0	0
feature_304	 	552.2525509765625	+1	298.1233825683594	0	0
feature_305	 	297.10676850585935	+1	132.92156982421875	0	0
feature_306	 	265.1461361816406	+1	559.6454467773438	0	0
feature_307	 	1098.683812890625	+2	361.50457763671875	0	0
feature_308	 	586.3323239257812	+1	344.981689453125	0	0
feature_309	 	426.19978608398435	+1	317.61712646484375	0	0
feature_310	 	630.2489499023437	+1	307.86102294921875	0	0
feature_311	 	424.184313671875	+1	334.03424072265625	0	0
feature_312	 	373.2400998046875	+1	620.211181640625	0	0
feature_313	 	261.08967866210935	+1	345.9400634765625	0	0
feature_314	 	174.14027680664063	+1	441.91571044921875	0	0
feature_315	 	228.14665498046875	+1	294.829345703125	0	0
feature_316	 	620.3162716796875	+1	350.40179443359375	0	0
feature_317	 	597.4102658203125	+1	361.4894714355469	0	0
feature_318	 	302.1828793457031	+1	627.7679443359375	0	0
feature_319	 	669.32664765625	+1	383.8234558105469	0	0
feature_320	 	617.32664765625	+1	344.34234619140625	0	0
feature_321	 	654.2686032226562	+1	458.41583251953125	0	0
feature_322	 	390.1997250488281	+1	299.3042297363281	0	0
feature_323	 	160.12013520507813	+1	293.2917785644531	0	0
feature_324	 	532.13914765625	+1	194.42507934570312	0	0
feature_325	 	321.1207150390625	+1	99.76904296875	0	0
feature_326	 	149.0694455078125	+1	62.63688659667969	0	0
feature_327	 	459.1596859863281	+1	198.3988494873047	0	0
feature_328	 	789.5806759765625	+1	567.8510131835938	0	0
feature_329	 	417.2358578613281	+1	378.4186706542969	0	0
feature_330	 	234.16139497070313	+1	390.3392333984375	0	0
feature_331	 	160.12036408691407	+1	67.42923736572266	0	0
feature_332	 	449.24812592773435	+1	85.78678894042969	0	0
feature_333	 	242.1261319091797	+1	347.2738342285156	0	0
feature_334	 	260.1363400390625	+1	302.75921630859375	0	0
feature_335	 	202.13058747558594	+1	292.703125	0	0
feature_336	 	283.13154877929685	+1	377.21026611328125	0	0
feature_337	 	283.1316098144531	+1	335.7270812988281	0	0
feature_338	 	539.4028805664062	+1	562.572265625	0	0
feature_339	 	427.1333493164062	+1	95.76789855957031	0	0
feature_340	 	283.18904389648435	+1	339.3440246582031	0	0
feature_341	 	238.15634431152344	+1	531.027099609375	0	0
feature_342	 	218.12611665039063	+1	79.87174987792969	0	0
feature_343	 	234.1615322998047	+1	407.3719482421875	0	0
feature_344	 	242.1261319091797	+1	312.4450988769531	0	0
feature_345	 	396.15754975585935	+1	57.79159164428711	0	0
feature_346	 	515.0937985351562	+1	309.930419921875	0	0
feature_347	 	333.1681393554687	+1	289.76568603515625	0	0
feature_348	 	479.3452633789062	+1	653.99658203125	0	0
feature_349	 	223.15672578125	+1	453.59814453125	0	0
feature_350	 	267.1829098632812	+1	393.8380126953125	0	0
feature_351	 	151.0627774169922	+1	193.2200164794922	0	0
feature_352	 	242.12614716796875	+1	329.6941833496094	0	0
feature_353	 	2635.02731875	+2	354.3766784667969	0	0
feature_354	 	186.1362637451172	+1	255.88934326171875	0	0
feature_355	 	313.19969453125	+1	76.31857299804688	0	0
feature_356	 	436.18562592773435	+1	512.6373291015625	0	0
feature_357	 	592.2599362304687	+1	260.8570251464844	0	0
feature_358	 	418.2423581054687	+1	301.5773010253906	0	0
feature_359	 	310.1761959960937	+1	409.6304931640625	0	0
feature_360	 	980.7325799804687	+2	617.3508911132812	0	0
feature_361	 	850.3892697265625	+1	527.5237426757812	0	0
feature_362	 	350.1329831054687	+1	300.3888854980469	0	0
feature_363	 	262.0883053710937	+1	167.6959991455078	0	0
feature_364	 	256.10530366210935	+1	84.60784912109375	0	0
feature_365	 	236.1406582763672	+1	411.3869323730469	0	0
feature_366	 	241.17848481445313	+1	105.42146301269531	0	0
feature_367	 	283.18904389648435	+1	82.24322509765625	0	0
feature_368	 	431.25145234375	+1	399.31201171875	0	0
feature_369	 	603.17625703125	+1	146.71670532226562	0	0
feature_370	 	582.247301953125	+1	479.4218444824219	0	0
feature_371	 	847.622301953125	+1	585.0079956054688	0	0
feature_372	 	617.2524899414062	+1	91.08058166503906	0	0
feature_373	 	249.17233552246094	+1	393.8380126953125	0	0
feature_374	 	505.1789730957031	+1	71.56775665283203	0	0
feature_375	 	477.1490658691406	+1	299.389892578125	0	0
feature_376	 	189.04204072265625	+1	310.7599182128906	0	0
feature_377	 	470.1571530273437	+1	388.0703125	0	0
feature_378	 	484.1365231445312	+1	399.7562561035156	0	0
feature_379	 	411.2404965332031	+1	453.43499755859375	0	0
feature_380	 	322.1200436523437	+1	406.953857421875	0	0
feature_381	 	250.06245698242188	+1	349.2048645019531	0	0
feature_382	 	455.1399105957031	+1	370.44580078125	0	0
feature_383	 	542.3187741210937	+1	288.8956604003906	0	0
feature_384	 	358.0813168457031	+1	427.6910705566406	0	0
feature_385	 	622.2690915039062	+1	65.06794738769531	0	0
feature_386	 	338.07857026367185	+1	419.24969482421875	0	0
feature_387	 	245.1046475341797	+1	410.5431213378906	0	0
feature_388	 	304.10969819335935	+1	386.8994445800781	0	0
feature_389	 	279.1465329101562	+1	427.6910705566406	0	0
feature_390	 	294.157458203125	+1	458.48974609375	0	0
feature_391	 	321.0819577148437	+1	136.28939819335938	0	0
feature_392	 	278.1301449707031	+1	349.2048645019531	0	0
feature_393	 	502.23836030273435	+1	62.69755554199219	0	0
feature_394	 	164.02162446289063	+1	336.1795959472656	0	0
feature_395	 	541.3213250976562	+2	292.24530029296875	0	0
feature_396	 	338.1148861816406	+1	399.7562561035156	0	0
feature_397	 	1354.7488763671874	+2	385.7018127441406	0	0
feature_398	 	395.2455319335937	+1	476.4582214355469	0	0
feature_399	 	517.2491330078125	+1	283.76019287109375	0	0
feature_400	 	1225.5201166015624	+2	307.6380310058594	0	0
feature_401	 	523.267809765625	+1	497.6542663574219	0	0
feature_402	 	292.10945405273435	+1	369.26861572265625	0	0
feature_403	 	340.13057221679685	+1	349.2048645019531	0	0
feature_404	 	1214.669652734375	+2	444.0542907714844	0	0
feature_405	 	630.1943844726562	+1	399.7562561035156	0	0
feature_406	 	435.1150387695312	+1	314.28955078125	0	0
feature_407	 	498.14961518554685	+1	318.9211120605469	0	0
feature_408	 	2015.9541861328125	+3	356.2435607910156	0	0
feature_409	 	153.04204072265625	+1	300.5724792480469	0	0
feature_410	 	1152.3814572265626	+1	52.223045349121094	0	0
feature_411	 	764.4468258789062	+1	434.5662841796875	0	0
feature_412	 	384.2256344726562	+1	427.6910705566406	0	0
feature_413	 	2514.986058984375	+2	356.2435607910156	0	0
feature_414	 	398.2047604492187	+1	469.2986755371094	0	0
feature_415	 	354.1098812988281	+1	420.4249267578125	0	0
feature_416	 	626.2298458984375	+1	349.2048645019531	0	0
feature_417	 	567.2314938476562	+1	497.6542663574219	0	0
feature_418	 	601.1581295898437	+1	404.55194091796875	0	0
feature_419	 	1368.7646234375	+2	391.52789306640625	0	0
feature_420	 	306.0887326171875	+1	434.0642395019531	0	0
feature_421	 	340.130602734375	+1	363.3608093261719	0	0
feature_422	 	561.24461640625	+1	458.48974609375	0	0
feature_423	 	292.1095456054687	+1	359.810546875	0	0
feature_424	 	402.2838009765625	+1	363.3608093261719	0	0
feature_425	 	468.1414975097656	+1	440.5869140625	0	0
feature_426	 	660.3130368164062	+1	475.5339050292969	0	0
feature_427	 	397.2611264160156	+1	465.64215087890625	0	0
feature_428	 	380.1231869628906	+1	349.2048645019531	0	0
feature_429	 	197.14103974609375	+1	377.5103454589844	0	0
feature_430	 	322.1200436523437	+1	426.5143737792969	0	0
feature_431	 	413.2561520507812	+1	424.5645446777344	0	0
feature_432	 	438.1422604492187	+1	336.1795959472656	0	0
feature_433	 	820.2362545898437	+1	423.3857421875	0	0
feature_434	 	249.07441987304688	+1	384.51470947265625	0	0
feature_435	 	523.2677487304687	+1	469.2986755371094	0	0
feature_436	 	827.2720211914062	+1	338.5474548339844	0	0
feature_437	 	1216.6844232421874	+2	432.37579345703125	0	0
feature_438	 	1096.4056271484376	+1	349.2048645019531	0	0
feature_439	 	2473.97800234375	+2	350.4068298339844	0	0
feature_440	 	393.22993745117185	+1	470.13494873046875	0	0
feature_441	 	2389.95651796875	+2	344.47601318359375	0	0
feature_442	 	769.40086640625	+1	408.15045166015625	0	0
feature_443	 	357.2088498046875	+1	452.2664489746094	0	0
feature_444	 	710.2502926757812	+1	311.9393310546875	0	0
feature_445	 	396.0969723632812	+1	350.4068298339844	0	0
feature_446	 	484.1364926269531	+1	379.8194274902344	0	0
feature_447	 	484.13667573242185	+1	419.24969482421875	0	0
feature_448	 	361.14973725585935	+1	427.6910705566406	0	0
feature_449	 	547.2598141601562	+1	73.97382354736328	0	0
feature_450	 	322.0836666992187	+1	440.5869140625	0	0
feature_451	 	541.2784298828125	+1	469.2986755371094	0	0
feature_452	 	2322.169335058594	+3	395.0573425292969	0	0
feature_453	 	190.09881867675782	+1	365.7261657714844	0	0
feature_454	 	434.2557248046875	+1	365.7261657714844	0	0
feature_455	 	1029.5528439453126	+1	456.3052978515625	0	0
feature_456	 	563.2545041015625	+1	75.90652465820312	0	0
feature_457	 	1638.0372064453124	+2	314.28955078125	0	0
feature_458	 	754.2384518554687	+1	350.4068298339844	0	0
feature_459	 	1232.6912591796874	+2	437.9646301269531	0	0
feature_460	 	926.2755001953125	+1	434.0642395019531	0	0
feature_461	 	1068.5174435546876	+1	497.6542663574219	0	0
feature_462	 	505.2571896484375	+1	497.6542663574219	0	0
feature_463	 	322.1200436523437	+1	343.2958068847656	0	0
feature_464	 	244.1781338623047	+1	337.35888671875	0	0
feature_465	 	1198.67429140625	+2	460.7586364746094	0	0
feature_466	 	481.11909760742185	+1	385.7018127441406	0	0
